,identifier,language,code,label
17,148028-v1.0.0,good,"PreparedStatement pstmt = dbConnection.prepareStatement(""select * from users where name=?"");
pstmt.setString(1, data);
resultSet = pstmt.executeQuery();
",good
18,148028-v1.0.0,java,"data = System.getProperty(""user.home"");
sqlStatement.setString(1, data);
",bad
19,148028-v1.0.0,good,"data = System.getProperty(""user.home"");
// Ensure data is properly sanitized or validated before using it in the SQL query
// For example, using a whitelist of allowed characters or using a prepared statement with parameters
sqlStatement.setString(1, sanitizeInput(data));
",good
20,147967-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
21,147967-v1.0.0,good,"// Use parameterized queries to prevent SQL injection
sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name = ?"");
sqlStatement.setString(1, data);
",good
22,147967-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name='""+data+""'"");
",bad
23,147967-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",good
24,147967-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
25,147967-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, sanitizeInput(data));
",good
26,147210-v1.0.0,java,"data = cookieSources[0].getValue();
",bad
27,147210-v1.0.0,good,"// Use a loop to iterate through all cookies and validate/sanitize the data
for (Cookie cookie : cookieSources) {
    if (cookie.getName().equals(""desired_cookie_name"")) {
        data = sanitizeInput(cookie.getValue());
        break;
    }
}
",good
28,146206-v1.0.0,java,"data = readerBuffered.readLine();
(new CWE89_SQL_Injection__connect_tcp_executeBatch_67b()).badSink(dataContainer);
",bad
29,146206-v1.0.0,good,"String query = ""INSERT INTO table (column) VALUES (?)"";
try (Connection conn = DriverManager.getConnection(dbUrl, username, password);
     PreparedStatement pstmt = conn.prepareStatement(query)) {
    pstmt.setString(1, data);
    pstmt.executeUpdate();
} catch (SQLException e) {
    e.printStackTrace();
}
",good
30,147885-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
31,147885-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
// Change the above line to:
// sqlStatement.setString(1, java.sql.DriverManager.getConnection(""jdbc:mysql://localhost:3306/dbname"", ""user"", ""password"").prepareCall(""SELECT name FROM users WHERE name = ?"").setString(1, data).executeQuery().getString(""name""));
",good
32,147885-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name='""+data+""'"");
",bad
33,147885-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",good
34,147885-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
35,147885-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",good
36,146699-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
37,146699-v1.0.0,good,"// Validate and sanitize the data variable before using it in the prepared statement
String sanitizedData = sanitizeInput(data);
sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, sanitizedData);
",good
38,146699-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name='""+data+""'"");
",bad
39,146699-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",good
40,146699-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
41,146699-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",good
42,148162-v1.0.0,java,"(new CWE89_SQL_Injection__Property_prepareStatement_52b()).badSink(data );
",bad
43,148162-v1.0.0,good,"String data = System.getProperty(""user.home"");
PreparedStatement statement = connection.prepareStatement(""SELECT * FROM users WHERE home = ?"");
statement.setString(1, data);
ResultSet resultSet = statement.executeQuery();
",good
44,146378-v1.0.0,java,"sqlStatement.addBatch(""update users set hitcount=hitcount+1 where name='"" + names[i] + ""'"");
",bad
45,146378-v1.0.0,good,"PreparedStatement preparedStatement = dbConnection.prepareStatement(""update users set hitcount=hitcount+1 where name=?"");
for (int i = 0; i < names.length; i++) {
    preparedStatement.setString(1, names[i]);
    preparedStatement.addBatch();
}
int resultsArray[] = preparedStatement.executeBatch();
",good
46,147623-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
47,147623-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name = ?"");
sqlStatement.setString(1, data);
",good
48,147623-v1.0.0,java,"int rowCount = sqlStatement.executeUpdate(""insert into users (status) values ('updated') where name='""+data+""'"");
",bad
49,147623-v1.0.0,good,"PreparedStatement pstmt = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
pstmt.setString(1, data);
int rowCount = pstmt.executeUpdate();
",good
50,147623-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
51,147623-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name = ?"");
sqlStatement.setString(1, data);
",good
52,148289-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
53,148289-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",good
54,148289-v1.0.0,java,"Boolean result = sqlStatement.execute(""insert into users (status) values ('updated') where name='""+data+""'"");
",bad
55,148289-v1.0.0,good,"PreparedStatement pstmt = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
pstmt.setString(1, data);
Boolean result = pstmt.execute();
",good
56,148289-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
57,148289-v1.0.0,good,"// Validate data before using it in the query
if (data != null && !data.matches(""[a-zA-Z0-9]+"")) {
    throw new IllegalArgumentException(""Invalid data: "" + data);
}
sqlStatement.setString(1, data);
",good
58,148237-v1.0.0,java,"(new CWE89_SQL_Injection__URLConnection_executeQuery_53b()).badSink(data );
",bad
59,147455-v1.0.0,java,"data = request.getParameter(""name"");
badSink(data , request, response );
",bad
60,147455-v1.0.0,good,"String data = request.getParameter(""name"");
// Use a PreparedStatement to prevent SQL injection
PreparedStatement pstmt = conn.prepareStatement(""SELECT * FROM table WHERE name = ?"");
pstmt.setString(1, data);
ResultSet rs = pstmt.executeQuery();
// Use the result set
",good
61,148226-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""select * from users where name='"" + data + ""'"");
",bad
62,148226-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""select * from users where name=?"");
sqlStatement.setString(1, data);
",good
63,148226-v1.0.0,java,"resultSet = sqlStatement.executeQuery(""select * from users where name='""+data+""'"");
",bad
64,148226-v1.0.0,good,"PreparedStatement preparedStatement = dbConnection.prepareStatement(""select * from users where name=?"");
preparedStatement.setString(1, data);
resultSet = preparedStatement.executeQuery();
",good
65,148226-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""select * from users where name=?"");
sqlStatement.setString(1, data);
",bad
66,148226-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""select * from users where name = ?"");
sqlStatement.setString(1, data);
",good
67,146737-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""select * from users where name=?"");
sqlStatement.setString(1, data);
",bad
68,146737-v1.0.0,java,"resultSet = sqlStatement.executeQuery(""select * from users where name='""+data+""'"");
",bad
69,146737-v1.0.0,good,"PreparedStatement preparedStatement = dbConnection.prepareStatement(""select * from users where name=?"");
preparedStatement.setString(1, data);
resultSet = preparedStatement.executeQuery();
",good
70,146737-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""select * from users where name=?"");
sqlStatement.setString(1, data);
",bad
71,146544-v1.0.0,java,"(new CWE89_SQL_Injection__console_readLine_prepareStatement_74b()).badSink(dataHashMap);
",bad
72,146730-v1.0.0,java,"preparedStatement = connection.prepareStatement(""select name from users where id=0"");
",bad
73,146730-v1.0.0,good,"preparedStatement = connection.prepareStatement(""select name from users where id=?"");
preparedStatement.setInt(1, 0);
",good
74,146686-v1.0.0,java,"preparedStatement = connection.prepareStatement(""select name from users where id=0"");
",bad
75,146686-v1.0.0,good,"String id = getIdFromUserInput(); // get user input
preparedStatement = connection.prepareStatement(""select name from users where id=?"");
preparedStatement.setString(1, id);
",good
76,147440-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
77,147440-v1.0.0,java,"int rowCount = sqlStatement.executeUpdate(""insert into users (status) values ('updated') where name='""+data+""'"");
",bad
78,147440-v1.0.0,good,"PreparedStatement pstmt = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
pstmt.setString(1, data);
int rowCount = pstmt.executeUpdate();
",good
79,147440-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
80,147440-v1.0.0,good,"// Use parameterized query to prevent SQL injection
sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",good
81,147604-v1.0.0,java,"resultSet = sqlStatement.executeQuery(""select * from users where name='""+data+""'"");
",bad
82,147604-v1.0.0,good,"PreparedStatement preparedStatement = dbConnection.prepareStatement(""select * from users where name=?"");
preparedStatement.setString(1, data);
resultSet = preparedStatement.executeQuery();
",good
83,147985-v1.0.0,java,"(new CWE89_SQL_Injection__PropertiesFile_prepareStatement_72b()).badSink(dataVector);
",bad
84,146727-v1.0.0,java,"preparedStatement = connection.prepareStatement(""select name from users where id=0"");
",bad
85,146727-v1.0.0,good,"String userId = ""0""; // This should be replaced with a dynamic value from a trusted source
preparedStatement = connection.prepareStatement(""select name from users where id=?"");
preparedStatement.setString(1, userId);
",good
86,148249-v1.0.0,java,"int rowCount = sqlStatement.executeUpdate(""insert into users (status) values ('updated') where name='""+data+""'"");
",bad
87,148249-v1.0.0,good,"PreparedStatement preparedStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
preparedStatement.setString(1, data);
int rowCount = preparedStatement.executeUpdate();
",good
88,148352-v1.0.0,java,"(new CWE89_SQL_Injection__URLConnection_prepareStatement_67b()).badSink(dataContainer);
",bad
89,148352-v1.0.0,good,"PreparedStatement stmt = conn.prepareStatement(""INSERT INTO table (column) VALUES (?)"");
stmt.setString(1, data);
stmt.executeUpdate();
",good
90,148326-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
91,148326-v1.0.0,good,"// Use parameterized queries to prevent SQL injection
sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, sanitizeInput(data));
",good
92,148326-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name='""+data+""'"");
",bad
93,148326-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",good
94,148326-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
95,146217-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""select * from users where name=?"");
sqlStatement.setString(1, data);
",bad
96,146217-v1.0.0,java,"resultSet = sqlStatement.executeQuery(""select * from users where name='""+data+""'"");
",bad
97,146217-v1.0.0,good,"PreparedStatement preparedStatement = dbConnection.prepareStatement(""select * from users where name=?"");
preparedStatement.setString(1, data);
resultSet = preparedStatement.executeQuery();
",good
98,146217-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""select * from users where name=?"");
sqlStatement.setString(1, data);
",bad
99,146217-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""select * from users where name=?"");
sqlStatement.setString(1, sanitizeInput(data));
",good
100,146354-v1.0.0,java,"(new CWE89_SQL_Injection__connect_tcp_prepareStatement_67b()).badSink(dataContainer);
",bad
101,146354-v1.0.0,good,"PreparedStatement statement = null;
try {
    Connection connection = DriverManager.getConnection(""jdbc:mysql://localhost/test"", ""username"", ""password"");
    String sql = ""INSERT INTO table (column) VALUES (?)"";
    statement = connection.prepareStatement(sql);
    statement.setString(1, data);
    statement.executeUpdate();
} catch (SQLException e) {
    e.printStackTrace();
} finally {
    if (statement != null) {
        statement.close();
    }
}
",good
102,148299-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
103,148299-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
// Ensure data is sanitized or validated before inserting into the query
",good
104,148299-v1.0.0,java,"Boolean result = sqlStatement.execute(""insert into users (status) values ('updated') where name='""+data+""'"");
",bad
105,148299-v1.0.0,good,"PreparedStatement preparedStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
preparedStatement.setString(1, data);
Boolean result = preparedStatement.execute();
",good
106,148299-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
107,148299-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",good
108,140883-v1.0.0,java,"data = request.getParameter(""id"");
preparedStatement = dBConnection.prepareStatement(""select * from invoices where uid=?"");
preparedStatement.setInt(1, id);
",bad
109,140883-v1.0.0,good,"// Validate the input to ensure it is a valid integer
try {
    id = Integer.parseInt(data);
} catch (NumberFormatException nfx) {
    // If the input is not a valid integer, return an error response
    response.sendError(HttpServletResponse.SC_BAD_REQUEST, ""Invalid user ID"");
    return;
}
",good
110,147355-v1.0.0,java,"(new CWE89_SQL_Injection__PropertiesFile_executeBatch_71b()).badSink((Object)data);
",bad
111,146674-v1.0.0,java,"Boolean result = sqlStatement.execute(""insert into users (status) values ('updated') where name='""+data+""'"");
",bad
112,146674-v1.0.0,good,"PreparedStatement preparedStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
preparedStatement.setString(1, data);
Boolean result = preparedStatement.execute();
",good
113,147874-v1.0.0,java,"(new CWE89_SQL_Injection__listen_tcp_execute_72b()).badSink(dataVector);
",bad
114,147874-v1.0.0,good,"PreparedStatement preparedStatement = null;
String sql = ""INSERT INTO table (column) VALUES (?)"";
try {
    preparedStatement = connection.prepareStatement(sql);
    preparedStatement.setString(1, data);
    preparedStatement.executeUpdate();
} catch (SQLException e) {
    e.printStackTrace();
} finally {
    if (preparedStatement != null) {
        preparedStatement.close();
    }
}
",good
115,147191-v1.0.0,java,"Boolean result = sqlStatement.execute(""insert into users (status) values ('updated') where name='""+data+""'"");
",bad
116,147191-v1.0.0,good,"PreparedStatement preparedStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
preparedStatement.setString(1, data);
Boolean result = preparedStatement.execute();
",good
117,147659-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
118,147659-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",good
119,147659-v1.0.0,java,"Boolean result = sqlStatement.execute(""insert into users (status) values ('updated') where name='""+data+""'"");
",bad
120,147659-v1.0.0,good,"PreparedStatement pstmt = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
pstmt.setString(1, data);
Boolean result = pstmt.execute();
",good
121,147659-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
122,147659-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name = ?"");
sqlStatement.setString(1, data);
",good
123,146429-v1.0.0,java,"(new CWE89_SQL_Injection__console_readLine_executeQuery_68b()).badSink();
",bad
124,147047-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name='""+data+""'"");
",bad
125,147047-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",good
126,148187-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""update users set hitcount=hitcount+1 where name=?"");
sqlStatement.setString(1, names[i]);
",bad
127,148187-v1.0.0,java,"sqlStatement.addBatch(""update users set hitcount=hitcount+1 where name='"" + names[i] + ""'"");
",bad
128,148187-v1.0.0,good,"PreparedStatement preparedStatement = dbConnection.prepareStatement(""update users set hitcount=hitcount+1 where name=?"");
preparedStatement.setString(1, names[i]);
sqlStatement.addBatch(preparedStatement);
",good
129,148187-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""update users set hitcount=hitcount+1 where name=?"");
sqlStatement.setString(1, names[i]);
",bad
130,148187-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""update users set hitcount=hitcount+1 where name=?"");
for (int i = 0; i < names.length; i++) {
    sqlStatement.setString(1, names[i]);
    sqlStatement.addBatch();
}
int resultsArray[] = sqlStatement.executeBatch();
",good
131,148198-v1.0.0,java,"(new CWE89_SQL_Injection__URLConnection_executeBatch_51b()).badSink(data);
",bad
132,147185-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
133,147185-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name = ?"");
sqlStatement.setString(1, data);
",good
134,147185-v1.0.0,java,"Boolean result = sqlStatement.execute(""insert into users (status) values ('updated') where name='""+data+""'"");
",bad
135,147185-v1.0.0,good,"PreparedStatement pstmt = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
pstmt.setString(1, data);
Boolean result = pstmt.execute();
",good
136,147185-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
137,147185-v1.0.0,good,"// Use a whitelist or validation to ensure that the data variable only contains expected values
// This is a simple example of validation, you may need a more complex validation based on your application's requirements
if (!isValid(data)) {
    throw new IllegalArgumentException(""Invalid data"");
}
sqlStatement.setString(1, data);
",good
138,147891-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
139,147891-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name = ?"");
sqlStatement.setString(1, data);
",good
140,147891-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name='""+data+""'"");
",bad
141,147891-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",good
142,147891-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",bad
143,147891-v1.0.0,good,"// Use parameterized queries to prevent SQL injection
sqlStatement = dbConnection.prepareStatement(""insert into users (status) values ('updated') where name=?"");
sqlStatement.setString(1, data);
",good
144,147112-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""select * from users where name=?"");
sqlStatement.setString(1, data);
",bad
145,147112-v1.0.0,java,"resultSet = sqlStatement.executeQuery(""select * from users where name='""+data+""'"");
",bad
146,147112-v1.0.0,good,"PreparedStatement preparedStatement = dbConnection.prepareStatement(""select * from users where name=?"");
preparedStatement.setString(1, data);
resultSet = preparedStatement.executeQuery();
",good
147,147112-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""select * from users where name=?"");
sqlStatement.setString(1, data);
",bad
148,148020-v1.0.0,java,"(new CWE89_SQL_Injection__Property_executeBatch_68b()).badSink();
",bad
149,140885-v1.0.0,java,"preparedStatement = dBConnection.prepareStatement(""select * from invoices where uid=?"");
preparedStatement.setInt(1, id);
",bad
150,140885-v1.0.0,good,"try {
    id = Integer.parseInt(data);
    preparedStatement = dBConnection.prepareStatement(""select * from invoices where uid=?"");
    preparedStatement.setInt(1, id);
    // ...
} catch (NumberFormatException nfx) {
    // Handle the exception appropriately, such as returning an error message to the user
    // ...
}
",good
151,146186-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""update users set hitcount=hitcount+1 where name=?"");
sqlStatement.setString(1, names[i]);
",bad
152,146186-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""update users set hitcount=hitcount+1 where name=?"");
sqlStatement.setString(1, sanitizeInput(names[i]));
",good
153,146186-v1.0.0,java,"sqlStatement.addBatch(""update users set hitcount=hitcount+1 where name='"" + names[i] + ""'"");
",bad
154,146186-v1.0.0,good,"PreparedStatement preparedStatement = null;
try {
    dbConnection = IO.getDBConnection();
    preparedStatement = dbConnection.prepareStatement(""update users set hitcount=hitcount+1 where name=?"");
    for (int i = 0; i < names.length; i++) {
        preparedStatement.setString(1, names[i]);
        preparedStatement.addBatch();
    }
    int resultsArray[] = preparedStatement.executeBatch();
    // rest of the code...
}
// rest of the code...
",good
155,146186-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""update users set hitcount=hitcount+1 where name=?"");
sqlStatement.setString(1, names[i]);
",bad
156,146639-v1.0.0,java,"preparedStatement = connection.prepareStatement(""select name from users where id=0"");
",bad
157,146639-v1.0.0,good,"preparedStatement = connection.prepareStatement(""select name from users where id=?"");
preparedStatement.setInt(1, 0);
",good
158,146639-v1.0.0,java,"preparedStatement = connection.prepareStatement(""select name from users where id=0"");
",bad
159,146639-v1.0.0,good,"String id = ""0""; // This should be replaced with user input
preparedStatement = connection.prepareStatement(""select name from users where id=?"");
preparedStatement.setString(1, id);
",good
160,146639-v1.0.0,java,"preparedStatement = connection.prepareStatement(""select name from users where id=0"");
",bad
161,146639-v1.0.0,good,"String id = ""0""; // This value should come from a safe source, such as user input validation or a secure configuration
preparedStatement = connection.prepareStatement(""select name from users where id=?"");
preparedStatement.setString(1, id);
",good
162,146932-v1.0.0,java,"resultSet = sqlStatement.executeQuery(""select * from users where name='""+data+""'"");
",bad
163,146932-v1.0.0,good,"PreparedStatement preparedStatement = dbConnection.prepareStatement(""select * from users where name=?"");
preparedStatement.setString(1, data);
resultSet = preparedStatement.executeQuery();
",good
164,146406-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""select * from users where name=?"");
sqlStatement.setString(1, data);
",bad
165,146406-v1.0.0,good,"sqlStatement = dbConnection.prepareStatement(""select * from users where name=?"");
sqlStatement.setString(1, data);
",good
166,146406-v1.0.0,java,"resultSet = sqlStatement.executeQuery(""select * from users where name='""+data+""'"");
",bad
167,146406-v1.0.0,good,"PreparedStatement preparedStatement = dbConnection.prepareStatement(""select * from users where name=?"");
preparedStatement.setString(1, data);
resultSet = preparedStatement.executeQuery();
",good
168,146406-v1.0.0,java,"sqlStatement = dbConnection.prepareStatement(""select * from users where name=?"");
sqlStatement.setString(1, data);
",bad
169,148246-v1.0.0,java,"(new CWE89_SQL_Injection__URLConnection_executeQuery_74b()).badSink(dataHashMap);
",bad
170,147231-v1.0.0,java,"data = cookieSources[0].getValue();
",bad
171,147231-v1.0.0,good,"for (Cookie cookie : cookieSources) {
    if (cookie.getName().equals(""desired_cookie_name"")) {
        data = cookie.getValue();
        break;
    }
}
",good
172,147231-v1.0.0,java,"data = cookieSources[0].getValue();
",bad
173,147231-v1.0.0,good,"PreparedStatement pstmt = conn.prepareStatement(""SELECT * FROM table WHERE cookie_value = ?"");
pstmt.setString(1, cookieSources[0].getValue());
",good
174,147231-v1.0.0,java,"data = cookieSources[0].getValue();
",bad
