,identifier,language,code,label
18,commits,good,"final String query = ""SELECT * FROM "" + DatabaseHelper.ACCOUNTS_TABLE + "" WHERE "" + DatabaseHelper.USERNAME_COL + "" = ? AND "" + DatabaseHelper.PASSWORD_COL + "" = ?"";
try (DatabaseHelper dbHelper = DatabaseHelper.getInstance(this);
     SQLiteDatabase db = dbHelper.getReadableDatabase();
     Cursor cursor = db.rawQuery(query, new String[]{username, Authentication.SHA256(password)})) {
    if (cursor.moveToFirst()) {
        saveSessionInfo(cursor.getString(cursor.getColumnIndex(DatabaseHelper.USERNAME_COL)),
                cursor.getString(cursor.getColumnIndex(DatabaseHelper.BALANCE_COL)));
        return true;
    }
} catch (SQLiteException e) {
    Log.e(TAG, e.getMessage());
}
",good
19,commits,java,"private void parseFilters(StringBuilder select, QueryDataSource d, Set<String> tags) {
    select.append("" where `period` <= ? and `period` >= ?"");
    List<Object> params = new ArrayList<>();
    params.add(d.end);
    params.add(d.start);
    if (!CollectionUtils.isEmpty(d.filters)) {
        for (QueryFilter filter : d.filters) {
            if (!tags.contains(filter.name)) {
                continue;
            }
            switch (filter.type) {
                case ""literal_or"":
                    select.append("" and `"").append(filter.name).append(""` in ("");
                    String[] values = filter.value.split(""\\|"");
                    for (int i = 0; i < values.length; i++) {
                        if (i > 0) {
                            select.append("","");
                        }
                        select.append(""?"");
                        params.add(values[i]);
                    }
                    select.append("")"");
                    break;
                // ... other cases ...
            }
        }
    }
    // Execute the query with the parameters
    // ...
}
",bad
20,commits,java,"String createTable = cachedResultsConfiguration.getParameters().get(""CREATE_TABLE"");
createTable = createTable.replace(TABLE, tableName);
s.execute(createTable);

String insert = cachedResultsConfiguration.getParameters().get(""INSERT"");
insert = insert.replace(TABLE, tableName);
ps = con.prepareStatement(insert);

String dropTable = cachedResultsConfiguration.getParameters().get(""DROP_TABLE"");
dropTable = dropTable.replace(TABLE, tableName);
s.execute(dropTable);

String dropView = cachedResultsConfiguration.getParameters().get(""DROP_VIEW"");
dropView = dropView.replace(TABLE, viewName);
s.execute(dropView);
",bad
21,commits,good,"String createTable = ""CREATE TABLE "" + tableName + "" (...)"";
try (Statement s = con.createStatement()) {
    s.execute(createTable);
}

String insert = ""INSERT INTO "" + tableName + "" (...) VALUES (?)"";
try (PreparedStatement ps = con.prepareStatement(insert)) {
    // set parameters here
    ps.executeUpdate();
}

String dropTable = ""DROP TABLE "" + tableName;
try (Statement s = con.createStatement()) {
    s.execute(dropTable);
}

String dropView = ""DROP VIEW "" + viewName;
try (Statement s = con.createStatement()) {
    s.execute(dropView);
}
",good
22,commits,java,"String query = ""SELECT * FROM users WHERE username = '"" + user + ""';"";
",bad
23,commits,good,"String query = ""SELECT * FROM users WHERE username = ?"";
PreparedStatement stmt = con.prepareStatement(query);
stmt.setString(1, user);
stmt.executeQuery();
",good
24,commits,java,"criteria.setAddress(criteria.getAddress().replace(""'"", """"));
",bad
25,commits,good,"String sql = ""SELECT p.* FROM property p "" +
             ""WHERE p.is_deleted = false "" +
             ""AND p.user_id <> ? "" +
             ""AND p.is_available = true "";

List<Object> params = new ArrayList<>();
params.add(userId);

if (!criteria.getAddress().isEmpty()) {
    sql += ""AND LOWER(p.address) LIKE LOWER(?) "";
    params.add(""%"" + criteria.getAddress() + ""%"");
}
// Continue this pattern for all other criteria

return jdbcTemplate.query(sql, params.toArray(), new PropertyMapper());
",good
26,commits,java,"String query = ""INSERT INTO events VALUES ("" + logEntry.getEventID() + "", "" + ""'""
        + logEntry.getTimestampAsString() + ""', "" + ""'"" + logEntry.getStreamName() + ""', "" + ""'""
        + logEntry.getEvent() + ""', "" + logEntry.getUserID() + "", "" + logEntry.getStartedAt() + "", ""
        + logEntry.getEndedAt() + "","" + ""'"" + logEntry.getWayfAttr() + ""'"" + "");"";
",bad
27,commits,good,"private synchronized void logEventInDB(StreamingStatLogEntry logEntry) {
    try {
        logEntry.setEventID(getNextEventID());
        String query = ""INSERT INTO events VALUES (?, ?, ?, ?, ?, ?, ?, ?)"";
        PreparedStatement stmt = dbConnection.prepareStatement(query);
        stmt.setLong(1, logEntry.getEventID());
        stmt.setTimestamp(2, new Timestamp(logEntry.getTimestamp().getTime()));
        stmt.setString(3, logEntry.getStreamName());
        stmt.setString(4, logEntry.getEvent().toString());
        stmt.setInt(5, logEntry.getUserID());
        stmt.setLong(6, logEntry.getStartedAt());
        stmt.setLong(7, logEntry.getEndedAt());
        stmt.setString(8, logEntry.getWayfAttr());
        stmt.executeUpdate();
    } catch (SQLException e) {
        logger.error(""An SQL exception occurred during onConnect call. Connection was: "" + dbConnection.toString(), e);
    }
}
",good
28,commits,java,"try ( PreparedStatement statement = connection.prepareStatement( STATEMENT.toString() ) )
",bad
29,commits,good,"try ( PreparedStatement statement = connection.prepareStatement( STATEMENT.toString() ) ) {
    for (int i = 0; i < values.length; i++) {
        statement.setObject(i + 1, values[i]);
    }
}
",good
30,commits,java,"sb.append(""( co."").append(field).append("" LIKE '"").append(value).append(""') "").append(search_habit).append(' ');
",bad
31,commits,good,"sb.append(""( co."").append(field).append("" LIKE ?) "").append(search_habit).append(' ');
injectors.add(new StringSQLInjector(value));
",good
32,commits,java,"statement = con.prepareStatement(""select item_id,name,bless from etcitem where name Like '%"" + name + ""%'"");
",bad
33,commits,good,"statement = con.prepareStatement(""select item_id,name,bless from etcitem where name Like ?"");
statement.setString(1, ""%"" + name + ""%"");
",good
34,commits,java,"ResultSet rs = db.query(""SELECT * FROM companiondb.owningAbilitiesView WHERE idcharacter = "" + characterid + "";"");
",bad
35,commits,good,"ResultSet rs = db.query(""SELECT * FROM companiondb.owningAbilitiesView WHERE idcharacter = ?;"");
PreparedStatement stmt = db.getPreparedStatement(query);
stmt.setInt(1, characterid);
ResultSet rs = stmt.executeQuery();
",good
36,commits,java,"String sql = String.format(""SELECT * FROM USER WHERE EMAIL=\""%s\"";"", email);
",bad
37,commits,good,"String sql = ""SELECT * FROM USER WHERE EMAIL=?"";
PreparedStatement st = conn.prepareStatement(sql);
st.setString(1, email);
ResultSet rs = st.executeQuery();
",good
38,commits,java,"sql = ""INSERT INTO "" + player.getName() + "" (country) VALUES ('"" + arguments[0] + ""')"";
",bad
39,commits,good,"PreparedStatement statement = connection.prepareStatement(""INSERT INTO "" + player.getName() + "" (country) VALUES (?)"");
statement.setString(1, arguments[0]);
statement.executeUpdate();
",good
40,commits,java,"sql = SQL_SELECT_NAME + feedids + SQL_FEED_ID + SQL_SELECT_COUNT + feedids + SQL_TYPE_PUB
    + SQL_SELECT_SUM + feedids + SQL_PUBLISH_LENGTH + SQL_SUBSCRIBER_URL
    + SQL_SUB_ID + SQL_DELIVERY_TIME + SQL_AVERAGE_DELAY + SQL_JOIN_RECORDS
    + feedids + "") "" + subid + SQL_STATUS_204 + "" and e.event_time>="" + compareTime + SQL_GROUP_SUB_ID;
",bad
41,commits,good,"String sql = SQL_SELECT_NAME + ""? "" + SQL_FEED_ID + SQL_SELECT_COUNT + ""? "" + SQL_TYPE_PUB
    + SQL_SELECT_SUM + ""? "" + SQL_PUBLISH_LENGTH + SQL_SUBSCRIBER_URL
    + SQL_SUB_ID + SQL_DELIVERY_TIME + SQL_AVERAGE_DELAY + SQL_JOIN_RECORDS
    + ""? "" + "") "" + subid + SQL_STATUS_204 + "" and e.event_time>=? "" + SQL_GROUP_SUB_ID;

try (PreparedStatement ps = conn.prepareStatement(sql)) {
    ps.setString(1, feedids);
    ps.setString(2, feedids);
    ps.setString(3, feedids);
    ps.setString(4, feedids);
    ps.setLong(5, compareTime);
    try (ResultSet rs = ps.executeQuery()) {
        // ...
    }
}
",good
42,commits,java,"String where = "" role='"" + role + ""' "";
",bad
43,commits,good,"String where = "" role=? "";
// ...
jt.query(sqlFetchRows + where, new Object[]{role}, PERMISSION_ROW_MAPPER);
",good
44,commits,java,"Query query = em1.createQuery(""SELECT q FROM GfQuestion q WHERE q.contents = '"" + contents + ""'"");
",bad
45,commits,good,"Query query = em1.createQuery(""SELECT q FROM GfQuestion q WHERE q.contents = :contents"");
query.setParameter(""contents"", contents);
",good
46,commits,java,"String query = ""select username from users where location = "" + args[0] + "";"";
",bad
47,commits,good,"String query = ""select username from users where location = ?"";
preparedStatement = connection.prepareStatement(query);
preparedStatement.setString(1, args[0]);
",good
48,commits,java,"PreparedStatement preparedStatement = connection.prepareStatement(""SELECT user_rank FROM users WHERE uid = "" + userID.trim());
",bad
49,commits,good,"PreparedStatement preparedStatement = connection.prepareStatement(""SELECT user_rank FROM users WHERE uid = ?"");
preparedStatement.setString(1, userID.trim());
",good
50,commits,java,"public ResultSet query(String query) {
    checkConnection();
    try {
        return query(conn.prepareStatement(query));
    } catch (Exception e) {
        e.printStackTrace();
    }
    return null;
}
",bad
51,commits,good,"// Instead of taking a raw query string, take the query and parameters separately
public ResultSet query(String query, Object... params) {
    checkConnection();
    try (PreparedStatement statement = conn.prepareStatement(query)) {
        for (int i = 0; i < params.length; i++) {
            statement.setObject(i + 1, params[i]);
        }
        return statement.executeQuery();
    } catch (Exception e) {
        e.printStackTrace();
    }
    return null;
}
",good
52,commits,java,"String query = String.format(""SELECT * FROM diary WHERE diary_id = %d"", index);
",bad
53,commits,good,"@Override
public Diary get(Integer index) {
    Diary diary = null;
    String query = ""SELECT * FROM diary WHERE diary_id = ?"";
    try (PreparedStatement statement = database.prepareStatement(query)) {
        statement.setInt(1, index);
        ResultSet resultSet = statement.executeQuery();
        while (resultSet.next()) {
            // rest of the code
        }
    } catch (Exception e) {
        // handle exception
    }
    return diary;
}
",good
54,commits,java,"String searchquery=""select * from ""+DATABASE_TABLE+"" where username ='""+loginUsername+""' and password='""+loginpass+""';"";
",bad
55,commits,good,"String searchquery=""select * from ""+DATABASE_TABLE+"" where username =? and password=?;"";
Cursor cursor=db.rawQuery(searchquery,new String[]{loginUsername, loginpass});
",good
56,commits,java,"Cursor cursor = db.query(TABLE_NAME, null, COLUMN_NAME + "" = '"" + name + ""'"", null, null, null, null);
",bad
57,commits,good,"Cursor cursor = db.query(TABLE_NAME, null, COLUMN_NAME + "" = ?"", new String[]{name}, null, null, null);
",good
58,commits,java,"public void clearExceptionFromDb(String exceptionId) {
    SQLiteDatabase sqLiteDatabase = SqliteDbHelper.getWriteableDatabaseInstance(context);
    sqLiteDatabase.delete(ExceptionsLogTableConsts.TABLE_NAME,
            ExceptionsLogTableConsts.ID_COLUMN + ""=?"", new String[]{exceptionId});
}
",bad
59,commits,java,"String q = query.replace(""where"", sb.toString());
",bad
60,commits,good,"String q = query.replaceFirst(""(?i)where"", sb.toString());
",good
61,commits,java,"sql.append(String.format("" AND o.id=%s "", StringEscapeUtils.escapeSql(criteria.getId())));
",bad
62,commits,good,"sql.append("" AND o.id=:id"");
query.setParameter(""id"", criteria.getId());
",good
63,commits,java,"String SQL = ""INSERT INTO "" + super.getTable() + "" (UserId, Action, CreatedAt)""
                    + "" VALUES('"" + audit.getUserId() + ""','"" + audit.getAction() + ""','"" + Instant.now().toString() + ""')"";
",bad
64,commits,good,"String SQL = ""INSERT INTO "" + super.getTable() + "" (UserId, Action, CreatedAt) VALUES(?, ?, ?)"";
try (PreparedStatement stmt = con.prepareStatement(SQL)) {
    stmt.setString(1, audit.getUserId());
    stmt.setString(2, audit.getAction());
    stmt.setString(3, Instant.now().toString());
    stmt.execute();
}
",good
65,commits,java,"String sql = ""select * from pengembalian WHERE kode_pengembalian LIKE '%""+carii+""%'OR judul_buku LIKE '""+carii+""'"";
",bad
66,commits,good,"String sql = ""select * from pengembalian WHERE kode_pengembalian LIKE ? OR judul_buku LIKE ?"";
PreparedStatement stmt = pkk.koneksi.konek().prepareStatement(sql);
stmt.setString(1, ""%"" + carii + ""%"");
stmt.setString(2, ""%"" + carii + ""%"");
ResultSet cari = stmt.executeQuery();
",good
67,commits,java,"try (PreparedStatement queryStatement = connection.prepareStatement(jobIdByNameQuery)) {
  int limit = query.getLimit();
  if (limit > 0) {
    queryStatement.setMaxRows(limit);
  }
  queryStatement.setString(1, jobName);
  try (ResultSet rs = queryStatement.executeQuery()) {
    while (rs.next()) {
      jobIds.add(rs.getString(1));
    }
  }
}
",bad
68,commits,java,"TypedQuery<CartEntity> query = entityManager.createQuery(
    ""SELECT c FROM CartEntity c WHERE c.customerId = '"" + customerId + ""'"", CartEntity.class);
List<CartEntity> cart = query.getResultList();
",bad
69,commits,good,"TypedQuery<CartEntity> query = entityManager.createQuery(
    ""SELECT c FROM CartEntity c WHERE c.customerId = :customerId"", CartEntity.class);
query.setParameter(""customerId"", customerId);
List<CartEntity> cart = query.getResultList();
",good
70,commits,java,"String qs = ""SELECT COUNT(*) FROM ?"";
if (table != null) {
    qs += "" WHERE ? = ?"";
}
SQLiteStatement stmt = db.compileStatement(qs);
stmt.bindString(1, REPORTS_TABLE);
if (table != null) {
    stmt.bindString(2, KEY_TABLE);
    stmt.bindString(3, table.name);
}
",bad
71,commits,good,"String qs = ""SELECT COUNT(*) FROM "" + REPORTS_TABLE;
if (table != null) {
    qs += "" WHERE "" + KEY_TABLE + "" = ?"";
}
SQLiteStatement stmt = db.compileStatement(qs);
if (table != null) {
    stmt.bindString(1, table.name);
}
",good
72,commits,java,"Query query = em1.createQuery(""SELECT u FROM User u WHERE u.id_user = '"" + id + ""'"");
",bad
73,commits,good,"Query query = em1.createQuery(""SELECT u FROM User u WHERE u.id_user = :id"").setParameter(""id"", id);
",good
74,commits,java,"stmt.executeQuery(""SELECT * FROM USER WHERE userName='""+userName+""' AND password='""+pass+""'"");
",bad
75,commits,good,"PreparedStatement pstmt = conn.prepareStatement(""SELECT * FROM USER WHERE userName = ? AND password = ?"");
pstmt.setString(1, userName);
pstmt.setString(2, pass);
ResultSet rs = pstmt.executeQuery();
",good
76,commits,java,"private Prefix getMySqlPrefix(String uuid) throws Exception {
    PreparedStatement stmt = this.mySQL.getConnection().prepareStatement(""SELECT `prefix`, `active`, `blocked` , `modification` FROM `prefixplayer` WHERE `uuid`=?;"");
    stmt.setString(1, uuid);
    ResultSet rs = stmt.executeQuery();

    if(!rs.first()) {
        return null;
    }

    return new Prefix(uuid, rs.getString(""prefix""), rs.getBoolean(""active""),rs.getBoolean(""blocked""), rs.getInt(""modification""));
}
",bad
77,commits,java,"String where = "" username='"" + username + ""' "";
",bad
78,commits,good,"String where = "" username=? "";
List<String> params = new ArrayList<>();
params.add(username);
",good
79,commits,java,"String cmd = GET_TABLES_AND_VIEWS.replace(""?"", schema);
crs.setCommand(cmd);
",bad
80,commits,good,"String cmd = GET_TABLES_AND_VIEWS.replace(""?"", ""?"");
try (PreparedStatement ps = connection.prepareStatement(cmd)) {
    ps.setString(1, schema);
    crs.populate(ps);
}
",good
81,commits,java,"String sql = ""select * from peminjaman WHERE kode_peminjaman LIKE '%""+carii+""%'OR judul_buku LIKE '""+carii+""'"";
",bad
82,commits,good,"String sql = ""select * from peminjaman WHERE kode_peminjaman LIKE ? OR judul_buku LIKE ?"";
PreparedStatement statement = pkk.koneksi.konek().prepareStatement(sql);
statement.setString(1, ""%"" + carii + ""%"");
statement.setString(2, ""%"" + carii + ""%"");
ResultSet cari = statement.executeQuery();
",good
83,commits,java,"String sql = ""SELECT * FROM petugas WHERE username = '""+username+""'"";
",bad
84,commits,good,"String sql = ""SELECT * FROM petugas WHERE username = ?"";
PreparedStatement statement = koneksi.konek().prepareStatement(sql);
statement.setString(1, username);
ResultSet rows = statement.executeQuery();
",good
85,commits,java,"stmnt.addFilter(col + "" = '"" + o.toString() + ""'"");
",bad
86,commits,good,"stmnt.addFilter(col + "" = ?"");
dbQuery.setObject(1, o);
",good
87,commits,java,"final ResultSet resultSet = statement.executeQuery(""SELECT * FROM students WHERE name = '"" + name + ""'"");
",bad
88,commits,good,"try (final PreparedStatement preparedStatement = connection.prepareStatement(""SELECT * FROM students WHERE name = ?"")) {
    preparedStatement.setString(1, name);
    final ResultSet resultSet = preparedStatement.executeQuery();
    // rest of the code
}
",good
89,commits,java,"return db.rawQuery(""SELECT "" + TABLE_NAME + "".*, "" +
				CategoriesInterface.TABLE_NAME + ""."" + CategoriesInterface.COLUMN_COLOR +
				"" FROM "" + TABLE_NAME +
				"" INNER JOIN "" + ItemDataInterface.TABLE_NAME +
				"" ON "" + TABLE_NAME + ""."" + COLUMN_ID_DATA + "" = "" +
				ItemDataInterface.TABLE_NAME + ""."" + ItemDataInterface.COLUMN_ID +
				"" INNER JOIN "" + CategoriesInterface.TABLE_NAME +
				"" ON "" + ItemDataInterface.TABLE_NAME + ""."" + ItemDataInterface.COLUMN_ID_CATEGORY + "" = "" +
				CategoriesInterface.TABLE_NAME + ""."" + CategoriesInterface.COLUMN_ID +
				"" WHERE "" + COLUMN_NAME + "" LIKE '%"" + substring + ""%'"", null);
",bad
90,commits,good,"return db.rawQuery(""SELECT "" + TABLE_NAME + "".*, "" +
				CategoriesInterface.TABLE_NAME + ""."" + CategoriesInterface.COLUMN_COLOR +
				"" FROM "" + TABLE_NAME +
				"" INNER JOIN "" + ItemDataInterface.TABLE_NAME +
				"" ON "" + TABLE_NAME + ""."" + COLUMN_ID_DATA + "" = "" +
				ItemDataInterface.TABLE_NAME + ""."" + ItemDataInterface.COLUMN_ID +
				"" INNER JOIN "" + CategoriesInterface.TABLE_NAME +
				"" ON "" + ItemDataInterface.TABLE_NAME + ""."" + ItemDataInterface.COLUMN_ID_CATEGORY + "" = "" +
				CategoriesInterface.TABLE_NAME + ""."" + CategoriesInterface.COLUMN_ID +
				"" WHERE "" + COLUMN_NAME + "" LIKE ?"", new String[]{""%"" + substring + ""%""});
",good
91,commits,java,"private static Iterator<Long> getTableIds(IDBI dbi, TupleDomain<Integer> tupleDomain)
{
    Map<Integer, Domain> domains = tupleDomain.getDomains().get();
    Domain schemaNameDomain = domains.get(getColumnIndex(SHARD_METADATA, SCHEMA_NAME));
    Domain tableNameDomain = domains.get(getColumnIndex(SHARD_METADATA, TABLE_NAME));

    StringBuilder sql = new StringBuilder(""SELECT table_id FROM tables "");
    if (schemaNameDomain != null || tableNameDomain != null) {
        sql.append(""WHERE "");
        List<String> predicates = new ArrayList<>();
        if (tableNameDomain != null && tableNameDomain.isSingleValue()) {
            predicates.add(""table_name = ?"");
        }
        if (schemaNameDomain != null && schemaNameDomain.isSingleValue()) {
            predicates.add(""schema_name = ?"");
        }
        sql.append(Joiner.on("" AND "").join(predicates));
    }

    ImmutableList.Builder<Long> tableIds = ImmutableList.builder();
    try (Connection connection = dbi.open().getConnection();
            PreparedStatement statement = connection.prepareStatement(sql.toString())) {
        int parameterIndex = 1;
        if (tableNameDomain != null && tableNameDomain.isSingleValue()) {
            statement.setString(parameterIndex++, getStringValue(tableNameDomain.getSingleValue()));
        }
        if (schemaNameDomain != null && schemaNameDomain.isSingleValue()) {
            statement.setString(parameterIndex, getStringValue(schemaNameDomain.getSingleValue()));
        }
        try (ResultSet resultSet = statement.executeQuery()) {
            while (resultSet.next()) {
                tableIds.add(resultSet.getLong(""table_id""));
            }
        }
    }
    catch (SQLException | DBIException e) {
        throw metadataError(e);
    }
    return tableIds.build().iterator();
}
",bad
92,commits,java,"String queryString = ConstantValues.cFETCH_LOGS_ALL + "" AND exercise = '"" + queryString + ""'"";
",bad
93,commits,good,"String queryString = ConstantValues.cFETCH_LOGS_ALL + "" AND exercise = ?"";
Cursor c = exerciseDB.rawQuery(queryString, new String[]{queryString});
",good
94,commits,java,"stmnt.addFilter(""SongId = '"" + entry.getTrackId() + ""'"");
stmnt.addFilter(""RadioId = '"" + entry.getRadioId() + ""'"");
stmnt.addFilter(""UserId = '"" + entry.getUserId() + ""'"");
stmnt.addFilter(""Time = '"" + entry.getTime() + ""'"");
",bad
95,commits,good,"stmnt.addFilter(""SongId = ?"");
addEntry.setInt(1, entry.getTrackId());
stmnt.addFilter(""RadioId = ?"");
addEntry.setInt(2, entry.getRadioId());
stmnt.addFilter(""UserId = ?"");
addEntry.setInt(3, entry.getUserId());
stmnt.addFilter(""Time = ?"");
addEntry.setTimestamp(4,entry.getTime());
",good
96,commits,java,"String sql = ""INSERT INTO petugas VALUES ('""+id_petugas.getText()+""','""+nama_petugas.getText()+""','""+username.getText()+""','""+password.getText()+""','""+level.getSelectedItem()+""')"";
",bad
97,commits,good,"PreparedStatement pstmt = pkk.koneksi.konek().prepareStatement(""INSERT INTO petugas VALUES (?, ?, ?, ?, ?)"");
pstmt.setString(1, id_petugas.getText());
pstmt.setString(2, nama_petugas.getText());
pstmt.setString(3, username.getText());
pstmt.setString(4, password.getText());
pstmt.setString(5, level.getSelectedItem().toString());
pstmt.executeUpdate();
",good
98,commits,java,"sb.append("" AND "" + DatabaseConstants.PROBLEM_CODE + ""='"" + criteria.getCode() +""'"");
",bad
99,commits,good,"sb.append("" AND "" + DatabaseConstants.PROBLEM_CODE + ""=?"");
ps.setString(index, criteria.getCode());
",good
100,commits,java,"String.format(SELECT_USER_BY_EMAIL, mail)
",bad
101,commits,good,"jdbcTemplate.query(SELECT_USER_BY_EMAIL, new Object[]{mail}, new RowMapper<ConverterAppUser>(){
    // rest of the code
});
",good
102,commits,java,"String sql = ""SELECT id, name, phone, age, address "" +
                ""FROM user_account "" +
                ""WHERE id = "" + id;
",bad
103,commits,good,"String sql = ""SELECT id, name, phone, age, address "" +
                ""FROM user_account "" +
                ""WHERE id = ?"";

try(Connection con = this.ds.getConnection()) {
    PreparedStatement stm = con.prepareStatement(sql);
    stm.setLong(1, id);
    try (ResultSet rs = stm.executeQuery()) {
        rs.next();
        return readUserFromResultSet(rs);
    }
} catch (SQLException e) {
    throw new BusTicketException(e);
}
",good
104,commits,java,"case SEARCH_ID:
    String id = uri.getLastPathSegment();
    if (TextUtils.isEmpty(selection))
    {
        rowsDeleted = db.delete(HistorySearchSchema.TABLENAME, HistorySearchSchema.COLUMN_ID + ""=?"",
                new String[]{id});
    }
    else
    {
        rowsDeleted = db.delete(HistorySearchSchema.TABLENAME, HistorySearchSchema.COLUMN_ID + ""=? and "" + selection,
                new String[]{id}.concat(selectionArgs));
    }
    break;
",bad
105,commits,good,"case SEARCH_ID:
    String id = uri.getLastPathSegment();
    if (TextUtils.isEmpty(selection))
    {
        rowsUpdated = sqlDB.update(HistorySearchSchema.TABLENAME, values, HistorySearchSchema.COLUMN_ID
                + ""=?"", new String[]{id});
    }
    else
    {
        rowsUpdated = sqlDB.update(HistorySearchSchema.TABLENAME, values, HistorySearchSchema.COLUMN_ID
                + ""=? and "" + selection, new String[]{id}.concat(selectionArgs));
    }
    break;
",good
106,commits,java,"em1.createQuery(""SELECT d FROM GfDomain d WHERE d.denominate = '"" + denominate + ""'"");
em1.createQuery(""SELECT d FROM GfDomain d WHERE d.idDomain = '"" + id + ""'"");
em1.createQuery(""DELETE FROM GfDomain WHERE idDomain="" + id).executeUpdate();
em1.createQuery(""UPDATE GfDomain d SET d.denominate='"" + DENOMINATE +""' WHERE d.idDomain = '"" + ID + ""'"").executeUpdate();
",bad
107,commits,good,"em1.createQuery(""SELECT d FROM GfDomain d WHERE d.denominate = :denominate"").setParameter(""denominate"", denominate);
em1.createQuery(""SELECT d FROM GfDomain d WHERE d.idDomain = :id"").setParameter(""id"", id);
em1.createQuery(""DELETE FROM GfDomain WHERE idDomain=:id"").setParameter(""id"", id).executeUpdate();
em1.createQuery(""UPDATE GfDomain d SET d.denominate=:denominate WHERE d.idDomain = :id"").setParameter(""denominate"", DENOMINATE).setParameter(""id"", ID).executeUpdate();
",good
108,commits,java,"String sql = ""INSERT INTO buku VALUES ('""+kode_buku.getText()+""','""+judul_buku.getText()+""','""+tanggal_beli.getText().toString()+""','""+pengarang.getText()+""','""+penerbit.getText()+""','""+tahun_terbit.getText()+""','""+jumlah_buku.getText()+""')"";
",bad
109,commits,good,"String sql = ""INSERT INTO buku VALUES (?, ?, ?, ?, ?, ?, ?)"";
PreparedStatement statement = pkk.koneksi.konek().prepareStatement(sql);
statement.setString(1, kode_buku.getText());
statement.setString(2, judul_buku.getText());
statement.setString(3, tanggal_beli.getText().toString());
statement.setString(4, pengarang.getText());
statement.setString(5, penerbit.getText());
statement.setString(6, tahun_terbit.getText());
statement.setString(7, jumlah_buku.getText());
statement.executeUpdate();
",good
110,commits,java,"return ! DSL.using(conn)
                .fetch(""SELECT 1 FROM users WHERE name = '"" + credentials.getUsername()
                + ""' AND password = '"" + credentials.getPassword()
                        + ""'"").isEmpty();
",bad
111,commits,good,"return DSL.using(conn)
                .fetch(""SELECT 1 FROM users WHERE name = ? AND password = ?"", credentials.getUsername(), credentials.getPassword())
                .isEmpty();
",good
